Неделя,ДР,Имя сервера,Номер,Показатель,Myhome,Спутник
17,ДЦР,СПБ,"2,3",Количество голосов ЗА в подъездах за период,0,0
17,ДЦР,СПБ,"2,4",Количество контактов в подъездах за период,29,0
17,ДЦР,СПБ,"3,1",ПЛАТНЫХ в подъездах за период,61,0
17,ДЦР,СПБ,"3,2",БЕСПЛАТНЫХ в подъездах за период,35,0
17,ДЦР,СПБ,"3,3",Выручка в подъездах за период,NULL,NULL
17,ДЦР,СПБ,"3,4",Всего ключей в подъездах за период,96,0
17,ДЦР,СПБ,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
17,ДЦР,СПБ,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,1,0
17,ДЦР,СПБ,"4,1",Соглашений БСУД в подъездах за период,1,0
17,ДЦР,ННВ,"1,1",Количество подъездов М2 (на начало),441,0
17,ДЦР,ННВ,"1,2",Количество квартир в подъездах М2 (на начало),19720,0
17,ДЦР,ННВ,"1,3",Количество абонентов БСУД (на начало),2027,0
17,ДЦР,ННВ,"1,3,1",Количество соглашений БСУД (на начало),2200,2200
17,ДЦР,ННВ,"1,3,2",Количество абонентов ДМС (на начало),536,536
17,ДЦР,ННВ,"1,4",Потенциал М2 (на начало),3470,3470
17,ДЦР,ННВ,"2,1",Количество подъездов за период,0,0
17,ДЦР,ННВ,"2,2",Количество квартир в подъездах за период,0,0
17,ДЦР,ННВ,"2,3",Количество голосов ЗА в подъездах за период,0,0
17,ДЦР,ННВ,"2,4",Количество контактов в подъездах за период,0,0
17,ДЦР,ННВ,"3,1",ПЛАТНЫХ в подъездах за период,0,0
17,ДЦР,ННВ,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
17,ДЦР,ННВ,"3,3",Выручка в подъездах за период,NULL,NULL
17,ДЦР,ННВ,"3,4",Всего ключей в подъездах за период,0,0
17,ДЦР,ННВ,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
17,ДЦР,ННВ,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
17,ДЦР,ННВ,"4,1",Соглашений БСУД в подъездах за период,0,0
18,ДВР,КМР,"1,1",Количество подъездов М2 (на начало),0,68
18,ДВР,КМР,"1,2",Количество квартир в подъездах М2 (на начало),0,2793
18,ДВР,КМР,"1,3",Количество абонентов БСУД (на начало),0,0
18,ДВР,КМР,"1,3.1",Количество соглашений БСУД (на начало),0,0
18,ДВР,КМР,"1,3.2",Количество абонентов ДМС (на начало),0,0
18,ДВР,КМР,"1,4",Потенциал М2 (на начало),624,624
18,ДВР,КМР,"2,1",Количество подъездов за период,0,0
18,ДВР,КМР,"2,2",Количество квартир в подъездах за период,0,0
18,ДВР,КМР,"2,3",Количество голосов ЗА в подъездах за период,0,0
18,ДВР,КМР,"2,4",Количество контактов в подъездах за период,0,0
18,ДВР,КМР,"3,1",ПЛАТНЫХ в подъездах за период,0,0
18,ДВР,КМР,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
18,ДВР,КМР,"3,3",Выручка в подъездах за период,NULL,NULL
18,ДВР,КМР,"3,4",Всего ключей в подъездах за период,0,0
18,ДВР,КМР,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
18,ДВР,КМР,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
18,ДВР,КМР,"4,1",Соглашений БСУД в подъездах за период,0,0
18,ДВР,НВС,"1,1",Количество подъездов М2 (на начало),0,0
18,ДВР,НВС,"1,2",Количество квартир в подъездах М2 (на начало),0,0
18,ДВР,НВС,"1,3",Количество абонентов БСУД (на начало),0,0
18,ДВР,НВС,"1,3.1",Количество соглашений БСУД (на начало),0,0
18,ДВР,НВС,"1,3.2",Количество абонентов ДМС (на начало),0,0
18,ДВР,НВС,"1,4",Потенциал М2 (на начало),1810,1810
18,ДВР,НВС,"2,1",Количество подъездов за период,0,0
18,ДВР,НВС,"2,2",Количество квартир в подъездах за период,0,0
18,ДВР,НВС,"2,3",Количество голосов ЗА в подъездах за период,0,0
18,ДВР,НВС,"2,4",Количество контактов в подъездах за период,0,0
18,ДВР,НВС,"3,1",ПЛАТНЫХ в подъездах за период,0,0
18,ДВР,НВС,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
18,ДВР,НВС,"3,3",Выручка в подъездах за период,NULL,NULL
18,ДВР,НВС,"3,4",Всего ключей в подъездах за период,0,0
18,ДВР,НВС,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
18,ДВР,НВС,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
18,ДВР,НВС,"4,1",Соглашений БСУД в подъездах за период,0,0
18,ДВР,ЕКТ,"1,1",Количество подъездов М2 (на начало),195,0
18,ДВР,ЕКТ,"1,2",Количество квартир в подъездах М2 (на начало),9712,0
18,ДВР,ЕКТ,"1,3",Количество абонентов БСУД (на начало),870,0
18,ДВР,ЕКТ,"1,3.1",Количество соглашений БСУД (на начало),1212,1212
18,ДВР,ЕКТ,"1,3.2",Количество абонентов ДМС (на начало),535,535
18,ДВР,ЕКТ,"1,4",Потенциал М2 (на начало),247,247
18,ДВР,ЕКТ,"2,1",Количество подъездов за период,0,0
18,ДВР,ЕКТ,"2,2",Количество квартир в подъездах за период,0,0
18,ДВР,ЕКТ,"2,3",Количество голосов ЗА в подъездах за период,0,0
18,ДВР,ЕКТ,"2,4",Количество контактов в подъездах за период,0,0
18,ДВР,ЕКТ,"3,1",ПЛАТНЫХ в подъездах за период,0,0
18,ДВР,ЕКТ,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
18,ДВР,ЕКТ,"3,3",Выручка в подъездах за период,NULL,NULL
18,ДВР,ЕКТ,"3,4",Всего ключей в подъездах за период,0,0
18,ДВР,ЕКТ,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
18,ДВР,ЕКТ,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
18,ДВР,ЕКТ,"4,1",Соглашений БСУД в подъездах за период,0,0
18,ДВР,ЧЛБ,"1,1",Количество подъездов М2 (на начало),460,7
18,ДВР,ЧЛБ,"1,2",Количество квартир в подъездах М2 (на начало),19383,248
18,ДВР,ЧЛБ,"1,3",Количество абонентов БСУД (на начало),0,0
18,ДВР,ЧЛБ,"1,3.1",Количество соглашений БСУД (на начало),0,0
18,ДВР,ЧЛБ,"1,3.2",Количество абонентов ДМС (на начало),0,0
18,ДВР,ЧЛБ,"1,4",Потенциал М2 (на начало),162,162
18,ДВР,ЧЛБ,"2,1",Количество подъездов за период,0,0
18,ДВР,ЧЛБ,"2,2",Количество квартир в подъездах за период,0,0
18,ДВР,ЧЛБ,"2,3",Количество голосов ЗА в подъездах за период,0,0
18,ДВР,ЧЛБ,"2,4",Количество контактов в подъездах за период,0,0
18,ДВР,ЧЛБ,"3,1",ПЛАТНЫХ в подъездах за период,0,0
18,ДВР,ЧЛБ,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
18,ДВР,ЧЛБ,"3,3",Выручка в подъездах за период,NULL,NULL
18,ДВР,ЧЛБ,"3,4",Всего ключей в подъездах за период,0,0
18,ДВР,ЧЛБ,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
18,ДВР,ЧЛБ,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
18,ДВР,ЧЛБ,"4,1",Соглашений БСУД в подъездах за период,0,0
18,ДВР,НВК,"1,1",Количество подъездов М2 (на начало),0,4
18,ДВР,НВК,"1,2",Количество квартир в подъездах М2 (на начало),0,153
18,ДВР,НВК,"1,3",Количество абонентов БСУД (на начало),0,17
18,ДВР,НВК,"1,3.1",Количество соглашений БСУД (на начало),17,17
18,ДВР,НВК,"1,3.2",Количество абонентов ДМС (на начало),0,0
18,ДВР,НВК,"1,4",Потенциал М2 (на начало),1047,1047
18,ДВР,НВК,"2,1",Количество подъездов за период,0,0
18,ДВР,НВК,"2,2",Количество квартир в подъездах за период,0,0
18,ДВР,НВК,"2,3",Количество голосов ЗА в подъездах за период,0,0
18,ДВР,НВК,"2,4",Количество контактов в подъездах за период,0,0
18,ДВР,НВК,"3,1",ПЛАТНЫХ в подъездах за период,0,0
18,ДВР,НВК,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
18,ДВР,НВК,"3,3",Выручка в подъездах за период,NULL,NULL
18,ДВР,НВК,"3,4",Всего ключей в подъездах за период,0,0
18,ДВР,НВК,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
18,ДВР,НВК,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
18,ДВР,НВК,"4,1",Соглашений БСУД в подъездах за период,0,0
18,ДПР,ТЛТ,"1,1",Количество подъездов М2 (на начало),0,0
18,ДПР,ТЛТ,"1,2",Количество квартир в подъездах М2 (на начало),0,0
18,ДПР,ТЛТ,"1,3",Количество абонентов БСУД (на начало),0,0
18,ДПР,ТЛТ,"1,3.1",Количество соглашений БСУД (на начало),0,0
18,ДПР,ТЛТ,"1,3.2",Количество абонентов ДМС (на начало),0,0
18,ДПР,ТЛТ,"1,4",Потенциал М2 (на начало),2532,2532
18,ДПР,ТЛТ,"2,1",Количество подъездов за период,0,0
18,ДПР,ТЛТ,"2,2",Количество квартир в подъездах за период,0,0
18,ДПР,ТЛТ,"2,3",Количество голосов ЗА в подъездах за период,0,0
18,ДПР,ТЛТ,"2,4",Количество контактов в подъездах за период,0,0
18,ДПР,ТЛТ,"3,1",ПЛАТНЫХ в подъездах за период,0,0
18,ДПР,ТЛТ,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
18,ДПР,ТЛТ,"3,3",Выручка в подъездах за период,NULL,NULL
18,ДПР,ТЛТ,"3,4",Всего ключей в подъездах за период,0,0
18,ДПР,ТЛТ,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
18,ДПР,ТЛТ,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
18,ДПР,ТЛТ,"4,1",Соглашений БСУД в подъездах за период,0,0
18,ДПР,НФТ,"1,1",Количество подъездов М2 (на начало),0,162
18,ДПР,НФТ,"1,2",Количество квартир в подъездах М2 (на начало),0,4630
18,ДПР,НФТ,"1,3",Количество абонентов БСУД (на начало),0,0
18,ДПР,НФТ,"1,3.1",Количество соглашений БСУД (на начало),0,0
18,ДПР,НФТ,"1,3.2",Количество абонентов ДМС (на начало),0,0
18,ДПР,НФТ,"1,4",Потенциал М2 (на начало),317,317
18,ДПР,НФТ,"2,1",Количество подъездов за период,0,0
18,ДПР,НФТ,"2,2",Количество квартир в подъездах за период,0,0
18,ДПР,НФТ,"2,3",Количество голосов ЗА в подъездах за период,0,0
18,ДПР,НФТ,"2,4",Количество контактов в подъездах за период,0,0
18,ДПР,НФТ,"3,1",ПЛАТНЫХ в подъездах за период,0,0
18,ДПР,НФТ,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
18,ДПР,НФТ,"3,3",Выручка в подъездах за период,NULL,NULL
18,ДПР,НФТ,"3,4",Всего ключей в подъездах за период,0,0
18,ДПР,НФТ,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
18,ДПР,НФТ,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
18,ДПР,НФТ,"4,1",Соглашений БСУД в подъездах за период,0,0
18,ДПР,СРН,"1,1",Количество подъездов М2 (на начало),0,0
18,ДПР,СРН,"1,2",Количество квартир в подъездах М2 (на начало),0,0
18,ДПР,СРН,"1,3",Количество абонентов БСУД (на начало),0,0
18,ДПР,СРН,"1,3.1",Количество соглашений БСУД (на начало),0,0
18,ДПР,СРН,"1,3.2",Количество абонентов ДМС (на начало),0,0
18,ДПР,СРН,"1,4",Потенциал М2 (на начало),718,718
18,ДПР,СРН,"2,1",Количество подъездов за период,0,0
18,ДПР,СРН,"2,2",Количество квартир в подъездах за период,0,0
18,ДПР,СРН,"2,3",Количество голосов ЗА в подъездах за период,0,0
18,ДПР,СРН,"2,4",Количество контактов в подъездах за период,0,0
18,ДПР,СРН,"3,1",ПЛАТНЫХ в подъездах за период,0,0
18,ДПР,СРН,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
18,ДПР,СРН,"3,3",Выручка в подъездах за период,NULL,NULL
18,ДПР,СРН,"3,4",Всего ключей в подъездах за период,0,0
18,ДПР,СРН,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
18,ДПР,СРН,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
18,ДПР,СРН,"4,1",Соглашений БСУД в подъездах за период,0,0
18,ДПР,ПНЗ,"1,1",Количество подъездов М2 (на начало),383,0
18,ДПР,ПНЗ,"1,2",Количество квартир в подъездах М2 (на начало),15644,0
18,ДПР,ПНЗ,"1,3",Количество абонентов БСУД (на начало),587,0
18,ДПР,ПНЗ,"1,3.1",Количество соглашений БСУД (на начало),836,836
18,ДПР,ПНЗ,"1,3.2",Количество абонентов ДМС (на начало),381,381
18,ДПР,ПНЗ,"1,4",Потенциал М2 (на начало),954,954
18,ДПР,ПНЗ,"2,1",Количество подъездов за период,0,0
18,ДПР,ПНЗ,"2,2",Количество квартир в подъездах за период,0,0
18,ДПР,ПНЗ,"2,3",Количество голосов ЗА в подъездах за период,0,0
18,ДПР,ПНЗ,"2,4",Количество контактов в подъездах за период,0,0
18,ДПР,ПНЗ,"3,1",ПЛАТНЫХ в подъездах за период,0,0
18,ДПР,ПНЗ,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
18,ДПР,ПНЗ,"3,3",Выручка в подъездах за период,NULL,NULL
18,ДПР,ПНЗ,"3,4",Всего ключей в подъездах за период,0,0
18,ДПР,ПНЗ,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
18,ДПР,ПНЗ,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
18,ДПР,ПНЗ,"4,1",Соглашений БСУД в подъездах за период,0,0
18,ДПР,ИЖВ,"1,1",Количество подъездов М2 (на начало),311,0
18,ДПР,ИЖВ,"1,2",Количество квартир в подъездах М2 (на начало),11733,0
18,ДПР,ИЖВ,"1,3",Количество абонентов БСУД (на начало),469,0
18,ДПР,ИЖВ,"1,3.1",Количество соглашений БСУД (на начало),559,559
18,ДПР,ИЖВ,"1,3.2",Количество абонентов ДМС (на начало),298,298
18,ДПР,ИЖВ,"1,4",Потенциал М2 (на начало),976,976
18,ДПР,ИЖВ,"2,1",Количество подъездов за период,0,0
18,ДПР,ИЖВ,"2,2",Количество квартир в подъездах за период,0,0
18,ДПР,ИЖВ,"2,3",Количество голосов ЗА в подъездах за период,0,0
18,ДПР,ИЖВ,"2,4",Количество контактов в подъездах за период,0,0
18,ДПР,ИЖВ,"3,1",ПЛАТНЫХ в подъездах за период,0,0
18,ДПР,ИЖВ,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
18,ДПР,ИЖВ,"3,3",Выручка в подъездах за период,NULL,NULL
18,ДПР,ИЖВ,"3,4",Всего ключей в подъездах за период,0,0
18,ДПР,ИЖВ,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
18,ДПР,ИЖВ,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
18,ДПР,ИЖВ,"4,1",Соглашений БСУД в подъездах за период,0,0
18,ДПР,СМР,"1,1",Количество подъездов М2 (на начало),461,0
18,ДПР,СМР,"1,2",Количество квартир в подъездах М2 (на начало),23723,0
18,ДПР,СМР,"1,3",Количество абонентов БСУД (на начало),1415,0
18,ДПР,СМР,"1,3.1",Количество соглашений БСУД (на начало),1507,1507
18,ДПР,СМР,"1,3.2",Количество абонентов ДМС (на начало),826,826
18,ДПР,СМР,"1,4",Потенциал М2 (на начало),2131,2131
18,ДПР,СМР,"2,1",Количество подъездов за период,0,0
18,ДПР,СМР,"2,2",Количество квартир в подъездах за период,0,0
18,ДПР,СМР,"2,3",Количество голосов ЗА в подъездах за период,0,0
18,ДПР,СМР,"2,4",Количество контактов в подъездах за период,0,0
18,ДПР,СМР,"3,1",ПЛАТНЫХ в подъездах за период,0,0
18,ДПР,СМР,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
18,ДПР,СМР,"3,3",Выручка в подъездах за период,NULL,NULL
18,ДПР,СМР,"3,4",Всего ключей в подъездах за период,0,0
18,ДПР,СМР,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
18,ДПР,СМР,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
18,ДПР,СМР,"4,1",Соглашений БСУД в подъездах за период,0,0
18,ДПР,ОРН,"1,1",Количество подъездов М2 (на начало),355,0
18,ДПР,ОРН,"1,2",Количество квартир в подъездах М2 (на начало),16352,0
18,ДПР,ОРН,"1,3",Количество абонентов БСУД (на начало),526,0
18,ДПР,ОРН,"1,3.1",Количество соглашений БСУД (на начало),670,670
18,ДПР,ОРН,"1,3.2",Количество абонентов ДМС (на начало),246,246
18,ДПР,ОРН,"1,4",Потенциал М2 (на начало),1230,1230
18,ДПР,ОРН,"2,1",Количество подъездов за период,0,0
18,ДПР,ОРН,"2,2",Количество квартир в подъездах за период,0,0
18,ДПР,ОРН,"2,3",Количество голосов ЗА в подъездах за период,0,0
18,ДПР,ОРН,"2,4",Количество контактов в подъездах за период,0,0
18,ДПР,ОРН,"3,1",ПЛАТНЫХ в подъездах за период,0,0
18,ДПР,ОРН,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
18,ДПР,ОРН,"3,3",Выручка в подъездах за период,NULL,NULL
18,ДПР,ОРН,"3,4",Всего ключей в подъездах за период,0,0
18,ДПР,ОРН,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
18,ДПР,ОРН,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
18,ДПР,ОРН,"4,1",Соглашений БСУД в подъездах за период,0,0
18,ДПР,РНД,"1,1",Количество подъездов М2 (на начало),28,0
18,ДПР,РНД,"1,2",Количество квартир в подъездах М2 (на начало),1209,0
18,ДПР,РНД,"1,3",Количество абонентов БСУД (на начало),292,0
18,ДПР,РНД,"1,3.1",Количество соглашений БСУД (на начало),425,425
18,ДПР,РНД,"1,3.2",Количество абонентов ДМС (на начало),0,0
18,ДПР,РНД,"1,4",Потенциал М2 (на начало),1547,1547
18,ДПР,РНД,"2,1",Количество подъездов за период,0,0
18,ДПР,РНД,"2,2",Количество квартир в подъездах за период,0,0
18,ДПР,РНД,"2,3",Количество голосов ЗА в подъездах за период,0,0
18,ДПР,РНД,"2,4",Количество контактов в подъездах за период,0,0
18,ДПР,РНД,"3,1",ПЛАТНЫХ в подъездах за период,0,0
18,ДПР,РНД,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
18,ДПР,РНД,"3,3",Выручка в подъездах за период,NULL,NULL
18,ДПР,РНД,"3,4",Всего ключей в подъездах за период,0,0
18,ДПР,РНД,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
18,ДПР,РНД,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
18,ДПР,РНД,"4,1",Соглашений БСУД в подъездах за период,0,0
18,ДПР,СРТ,"1,1",Количество подъездов М2 (на начало),650,0
18,ДПР,СРТ,"1,2",Количество квартир в подъездах М2 (на начало),31119,0
18,ДПР,СРТ,"1,3",Количество абонентов БСУД (на начало),2789,0
18,ДПР,СРТ,"1,3.1",Количество соглашений БСУД (на начало),3009,3009
18,ДПР,СРТ,"1,3.2",Количество абонентов ДМС (на начало),1105,1105
18,ДПР,СРТ,"1,4",Потенциал М2 (на начало),2125,2125
18,ДПР,СРТ,"2,1",Количество подъездов за период,1,0
18,ДПР,СРТ,"2,2",Количество квартир в подъездах за период,36,0
18,ДПР,СРТ,"2,3",Количество голосов ЗА в подъездах за период,30,0
18,ДПР,СРТ,"2,4",Количество контактов в подъездах за период,31,0
18,ДПР,СРТ,"3,1",ПЛАТНЫХ в подъездах за период,74,0
18,ДПР,СРТ,"3,2",БЕСПЛАТНЫХ в подъездах за период,35,0
18,ДПР,СРТ,"3,3",Выручка в подъездах за период,NULL,NULL
18,ДПР,СРТ,"3,4",Всего ключей в подъездах за период,109,0
18,ДПР,СРТ,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
18,ДПР,СРТ,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
18,ДПР,СРТ,"4,1",Соглашений БСУД в подъездах за период,16,0
18,ДЦР,ОДЦ,"1,1",Количество подъездов М2 (на начало),0,5
18,ДЦР,ОДЦ,"1,2",Количество квартир в подъездах М2 (на начало),0,163
18,ДЦР,ОДЦ,"1,3",Количество абонентов БСУД (на начало),0,0
18,ДЦР,ОДЦ,"1,3.1",Количество соглашений БСУД (на начало),0,0
18,ДЦР,ОДЦ,"1,3.2",Количество абонентов ДМС (на начало),0,0
18,ДЦР,ОДЦ,"1,4",Потенциал М2 (на начало),394,394
18,ДЦР,ОДЦ,"2,1",Количество подъездов за период,0,0
18,ДЦР,ОДЦ,"2,2",Количество квартир в подъездах за период,0,0
18,ДЦР,ОДЦ,"2,3",Количество голосов ЗА в подъездах за период,0,0
18,ДЦР,ОДЦ,"2,4",Количество контактов в подъездах за период,0,0
18,ДЦР,ОДЦ,"3,1",ПЛАТНЫХ в подъездах за период,0,0
18,ДЦР,ОДЦ,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
18,ДЦР,ОДЦ,"3,3",Выручка в подъездах за период,NULL,NULL
18,ДЦР,ОДЦ,"3,4",Всего ключей в подъездах за период,0,0
18,ДЦР,ОДЦ,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
18,ДЦР,ОДЦ,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
18,ДЦР,ОДЦ,"4,1",Соглашений БСУД в подъездах за период,0,0
18,ДЦР,КЛН,"1,1",Количество подъездов М2 (на начало),0,15
18,ДЦР,КЛН,"1,2",Количество квартир в подъездах М2 (на начало),0,565
18,ДЦР,КЛН,"1,3",Количество абонентов БСУД (на начало),0,1
18,ДЦР,КЛН,"1,3.1",Количество соглашений БСУД (на начало),1,1
18,ДЦР,КЛН,"1,3.2",Количество абонентов ДМС (на начало),0,0
18,ДЦР,КЛН,"1,4",Потенциал М2 (на начало),831,831
18,ДЦР,КЛН,"2,1",Количество подъездов за период,0,0
18,ДЦР,КЛН,"2,2",Количество квартир в подъездах за период,0,0
18,ДЦР,КЛН,"2,3",Количество голосов ЗА в подъездах за период,0,0
18,ДЦР,КЛН,"2,4",Количество контактов в подъездах за период,0,0
18,ДЦР,КЛН,"3,1",ПЛАТНЫХ в подъездах за период,0,0
18,ДЦР,КЛН,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
18,ДЦР,КЛН,"3,3",Выручка в подъездах за период,NULL,NULL
18,ДЦР,КЛН,"3,4",Всего ключей в подъездах за период,0,0
18,ДЦР,КЛН,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
18,ДЦР,КЛН,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
18,ДЦР,КЛН,"4,1",Соглашений БСУД в подъездах за период,0,0
18,ДЦР,КРС,"1,1",Количество подъездов М2 (на начало),106,0
18,ДЦР,КРС,"1,2",Количество квартир в подъездах М2 (на начало),4230,0
18,ДЦР,КРС,"1,3",Количество абонентов БСУД (на начало),503,0
18,ДЦР,КРС,"1,3.1",Количество соглашений БСУД (на начало),565,565
18,ДЦР,КРС,"1,3.2",Количество абонентов ДМС (на начало),0,0
18,ДЦР,КРС,"1,4",Потенциал М2 (на начало),1000,1000
18,ДЦР,КРС,"2,1",Количество подъездов за период,2,0
18,ДЦР,КРС,"2,2",Количество квартир в подъездах за период,96,0
18,ДЦР,КРС,"2,3",Количество голосов ЗА в подъездах за период,81,0
18,ДЦР,КРС,"2,4",Количество контактов в подъездах за период,78,0
18,ДЦР,КРС,"3,1",ПЛАТНЫХ в подъездах за период,169,0
18,ДЦР,КРС,"3,2",БЕСПЛАТНЫХ в подъездах за период,106,0
18,ДЦР,КРС,"3,3",Выручка в подъездах за период,NULL,NULL
18,ДЦР,КРС,"3,4",Всего ключей в подъездах за период,275,0
18,ДЦР,КРС,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
18,ДЦР,КРС,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
18,ДЦР,КРС,"4,1",Соглашений БСУД в подъездах за период,34,0
18,ДЦР,БРН,"1,1",Количество подъездов М2 (на начало),32,0
18,ДЦР,БРН,"1,2",Количество квартир в подъездах М2 (на начало),1422,0
18,ДЦР,БРН,"1,3",Количество абонентов БСУД (на начало),372,0
18,ДЦР,БРН,"1,3.1",Количество соглашений БСУД (на начало),352,352
18,ДЦР,БРН,"1,3.2",Количество абонентов ДМС (на начало),0,0
18,ДЦР,БРН,"1,4",Потенциал М2 (на начало),1207,1207
18,ДЦР,БРН,"2,1",Количество подъездов за период,0,0
18,ДЦР,БРН,"2,2",Количество квартир в подъездах за период,0,0
18,ДЦР,БРН,"2,3",Количество голосов ЗА в подъездах за период,0,0
18,ДЦР,БРН,"2,4",Количество контактов в подъездах за период,0,0
18,ДЦР,БРН,"3,1",ПЛАТНЫХ в подъездах за период,0,0
18,ДЦР,БРН,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
18,ДЦР,БРН,"3,3",Выручка в подъездах за период,NULL,NULL
18,ДЦР,БРН,"3,4",Всего ключей в подъездах за период,0,0
18,ДЦР,БРН,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
18,ДЦР,БРН,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
18,ДЦР,БРН,"4,1",Соглашений БСУД в подъездах за период,0,0
18,ДЦР,АРХ,"1,1",Количество подъездов М2 (на начало),1,0
18,ДЦР,АРХ,"1,2",Количество квартир в подъездах М2 (на начало),36,0
18,ДЦР,АРХ,"1,3",Количество абонентов БСУД (на начало),0,0
18,ДЦР,АРХ,"1,3.1",Количество соглашений БСУД (на начало),0,0
18,ДЦР,АРХ,"1,3.2",Количество абонентов ДМС (на начало),0,0
18,ДЦР,АРХ,"1,4",Потенциал М2 (на начало),1483,1483
18,ДЦР,АРХ,"2,1",Количество подъездов за период,0,0
18,ДЦР,АРХ,"2,2",Количество квартир в подъездах за период,0,0
18,ДЦР,АРХ,"2,3",Количество голосов ЗА в подъездах за период,0,0
18,ДЦР,АРХ,"2,4",Количество контактов в подъездах за период,0,0
18,ДЦР,АРХ,"3,1",ПЛАТНЫХ в подъездах за период,0,0
18,ДЦР,АРХ,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
18,ДЦР,АРХ,"3,3",Выручка в подъездах за период,NULL,NULL
18,ДЦР,АРХ,"3,4",Всего ключей в подъездах за период,0,0
18,ДЦР,АРХ,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
18,ДЦР,АРХ,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
