Неделя,ДР,Имя сервера,Номер,Показатель,Myhome,Спутник
21,ДЦР,КЛН,"1,2",Количество квартир в подъездах М2 (на начало),0,610
21,ДЦР,КЛН,"1,3",Количество абонентов БСУД (на начало),0,93
21,ДЦР,КЛН,"1,3,1",Количество соглашений БСУД (на начало),93,93
21,ДЦР,КЛН,"1,3,2",Количество абонентов ДМС (на начало),0,0
21,ДЦР,КЛН,"1,4",Потенциал М2 (на начало),831,831
21,ДЦР,КЛН,"2,1",Количество подъездов за период,0,0
21,ДЦР,КЛН,"2,2",Количество квартир в подъездах за период,0,0
21,ДЦР,КЛН,"2,3",Количество голосов ЗА в подъездах за период,0,0
21,ДЦР,КЛН,"2,4",Количество контактов в подъездах за период,0,0
21,ДЦР,КЛН,"3,1",ПЛАТНЫХ в подъездах за период,0,0
21,ДЦР,КЛН,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
21,ДЦР,КЛН,"3,3",Выручка в подъездах за период,NULL,NULL
21,ДЦР,КЛН,"3,4",Всего ключей в подъездах за период,0,0
21,ДЦР,КЛН,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
21,ДЦР,КЛН,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
21,ДЦР,КЛН,"4,1",Соглашений БСУД в подъездах за период,0,0
21,ДЦР,КРС,"1,1",Количество подъездов М2 (на начало),107,0
21,ДЦР,КРС,"1,2",Количество квартир в подъездах М2 (на начало),4211,0
21,ДЦР,КРС,"1,3",Количество абонентов БСУД (на начало),572,0
21,ДЦР,КРС,"1,3,1",Количество соглашений БСУД (на начало),601,601
21,ДЦР,КРС,"1,3,2",Количество абонентов ДМС (на начало),0,0
21,ДЦР,КРС,"1,4",Потенциал М2 (на начало),994,994
21,ДЦР,КРС,"2,1",Количество подъездов за период,0,0
21,ДЦР,КРС,"2,2",Количество квартир в подъездах за период,0,0
21,ДЦР,КРС,"2,3",Количество голосов ЗА в подъездах за период,0,0
21,ДЦР,КРС,"2,4",Количество контактов в подъездах за период,0,0
21,ДЦР,КРС,"3,1",ПЛАТНЫХ в подъездах за период,0,0
21,ДЦР,КРС,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
21,ДЦР,КРС,"3,3",Выручка в подъездах за период,NULL,NULL
21,ДЦР,КРС,"3,4",Всего ключей в подъездах за период,0,0
21,ДЦР,КРС,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
21,ДЦР,КРС,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
21,ДЦР,КРС,"4,1",Соглашений БСУД в подъездах за период,0,0
21,ДЦР,БРН,"1,1",Количество подъездов М2 (на начало),37,0
21,ДЦР,БРН,"1,2",Количество квартир в подъездах М2 (на начало),1602,0
21,ДЦР,БРН,"1,3",Количество абонентов БСУД (на начало),385,0
21,ДЦР,БРН,"1,3,1",Количество соглашений БСУД (на начало),353,353
21,ДЦР,БРН,"1,3,2",Количество абонентов ДМС (на начало),0,0
21,ДЦР,БРН,"1,4",Потенциал М2 (на начало),1206,1206
21,ДЦР,БРН,"2,1",Количество подъездов за период,0,0
21,ДЦР,БРН,"2,2",Количество квартир в подъездах за период,0,0
21,ДЦР,БРН,"2,3",Количество голосов ЗА в подъездах за период,0,0
21,ДЦР,БРН,"2,4",Количество контактов в подъездах за период,0,0
21,ДЦР,БРН,"3,1",ПЛАТНЫХ в подъездах за период,0,0
21,ДЦР,БРН,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
21,ДЦР,БРН,"3,3",Выручка в подъездах за период,NULL,NULL
21,ДЦР,БРН,"3,4",Всего ключей в подъездах за период,0,0
21,ДЦР,БРН,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
21,ДЦР,БРН,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
21,ДЦР,БРН,"4,1",Соглашений БСУД в подъездах за период,0,0
21,ДЦР,АРХ,"1,1",Количество подъездов М2 (на начало),1,1
21,ДЦР,АРХ,"1,2",Количество квартир в подъездах М2 (на начало),36,36
21,ДЦР,АРХ,"1,3",Количество абонентов БСУД (на начало),0,0
21,ДЦР,АРХ,"1,3,1",Количество соглашений БСУД (на начало),0,0
21,ДЦР,АРХ,"1,3,2",Количество абонентов ДМС (на начало),0,0
21,ДЦР,АРХ,"1,4",Потенциал М2 (на начало),1483,1483
21,ДЦР,АРХ,"2,1",Количество подъездов за период,0,0
21,ДЦР,АРХ,"2,2",Количество квартир в подъездах за период,0,0
21,ДЦР,АРХ,"2,3",Количество голосов ЗА в подъездах за период,0,0
21,ДЦР,АРХ,"2,4",Количество контактов в подъездах за период,0,0
21,ДЦР,АРХ,"3,1",ПЛАТНЫХ в подъездах за период,0,0
21,ДЦР,АРХ,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
21,ДЦР,АРХ,"3,3",Выручка в подъездах за период,NULL,NULL
21,ДЦР,АРХ,"3,4",Всего ключей в подъездах за период,0,0
21,ДЦР,АРХ,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
21,ДЦР,АРХ,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
21,ДЦР,АРХ,"4,1",Соглашений БСУД в подъездах за период,0,0
21,ДЦР,СПБ,"1,1",Количество подъездов М2 (на начало),25,0
21,ДЦР,СПБ,"1,2",Количество квартир в подъездах М2 (на начало),908,0
21,ДЦР,СПБ,"1,3",Количество абонентов БСУД (на начало),230,0
21,ДЦР,СПБ,"1,3,1",Количество соглашений БСУД (на начало),284,284
21,ДЦР,СПБ,"1,3,2",Количество абонентов ДМС (на начало),13,13
21,ДЦР,СПБ,"1,4",Потенциал М2 (на начало),8054,8054
21,ДЦР,СПБ,"2,1",Количество подъездов за период,0,0
21,ДЦР,СПБ,"2,2",Количество квартир в подъездах за период,0,0
21,ДЦР,СПБ,"2,3",Количество голосов ЗА в подъездах за период,0,0
21,ДЦР,СПБ,"2,4",Количество контактов в подъездах за период,0,0
21,ДЦР,СПБ,"3,1",ПЛАТНЫХ в подъездах за период,0,0
21,ДЦР,СПБ,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
21,ДЦР,СПБ,"3,3",Выручка в подъездах за период,NULL,NULL
21,ДЦР,СПБ,"3,4",Всего ключей в подъездах за период,0,0
21,ДЦР,СПБ,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
21,ДЦР,СПБ,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
21,ДЦР,СПБ,"4,1",Соглашений БСУД в подъездах за период,0,0
21,ДЦР,ННВ,"1,1",Количество подъездов М2 (на начало),441,0
21,ДЦР,ННВ,"1,2",Количество квартир в подъездах М2 (на начало),19720,0
21,ДЦР,ННВ,"1,3",Количество абонентов БСУД (на начало),2061,0
21,ДЦР,ННВ,"1,3,1",Количество соглашений БСУД (на начало),2268,2268
21,ДЦР,ННВ,"1,3,2",Количество абонентов ДМС (на начало),586,586
21,ДЦР,ННВ,"1,4",Потенциал М2 (на начало),3468,3468
21,ДЦР,ННВ,"2,1",Количество подъездов за период,0,0
21,ДЦР,ННВ,"2,2",Количество квартир в подъездах за период,0,0
21,ДЦР,ННВ,"2,3",Количество голосов ЗА в подъездах за период,0,0
21,ДЦР,ННВ,"2,4",Количество контактов в подъездах за период,0,0
21,ДЦР,ННВ,"3,1",ПЛАТНЫХ в подъездах за период,0,0
21,ДЦР,ННВ,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
21,ДЦР,ННВ,"3,3",Выручка в подъездах за период,NULL,NULL
21,ДЦР,ННВ,"3,4",Всего ключей в подъездах за период,0,0
21,ДЦР,ННВ,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
21,ДЦР,ННВ,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
21,ДЦР,ННВ,"4,1",Соглашений БСУД в подъездах за период,0,0
22,ДЦР,ОДЦ,"1,1",Количество подъездов М2 (на начало),0,5
22,ДЦР,ОДЦ,"1,2",Количество квартир в подъездах М2 (на начало),0,163
22,ДЦР,ОДЦ,"1,3",Количество абонентов БСУД (на начало),0,0
22,ДЦР,ОДЦ,"1,3,1",Количество соглашений БСУД (на начало),0,0
22,ДЦР,ОДЦ,"1,3,2",Количество абонентов ДМС (на начало),0,0
22,ДЦР,ОДЦ,"1,4",Потенциал М2 (на начало),394,394
22,ДЦР,ОДЦ,"2,1",Количество подъездов за период,0,0
22,ДЦР,ОДЦ,"2,2",Количество квартир в подъездах за период,0,0
22,ДЦР,ОДЦ,"2,3",Количество голосов ЗА в подъездах за период,0,0
22,ДЦР,ОДЦ,"2,4",Количество контактов в подъездах за период,0,0
22,ДЦР,ОДЦ,"3,1",ПЛАТНЫХ в подъездах за период,0,0
22,ДЦР,ОДЦ,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
22,ДЦР,ОДЦ,"3,3",Выручка в подъездах за период,NULL,NULL
22,ДЦР,ОДЦ,"3,4",Всего ключей в подъездах за период,0,0
22,ДЦР,ОДЦ,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
22,ДЦР,ОДЦ,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
22,ДЦР,ОДЦ,"4,1",Соглашений БСУД в подъездах за период,0,0
22,ДПР,ТЛТ,"1,1",Количество подъездов М2 (на начало),0,0
22,ДПР,ТЛТ,"1,2",Количество квартир в подъездах М2 (на начало),0,0
22,ДПР,ТЛТ,"1,3",Количество абонентов БСУД (на начало),0,0
22,ДПР,ТЛТ,"1,3,1",Количество соглашений БСУД (на начало),0,0
22,ДПР,ТЛТ,"1,3,2",Количество абонентов ДМС (на начало),0,0
22,ДПР,ТЛТ,"1,4",Потенциал М2 (на начало),2531,2531
22,ДПР,ТЛТ,"2,1",Количество подъездов за период,0,0
22,ДПР,ТЛТ,"2,2",Количество квартир в подъездах за период,0,0
